0.568888888,4,4
1.044897959,1,1
1.590566893,2,2
2.147845804,3,3
2.705124716,4,4
3.285623582,1,1
3.889342403,2,2
4.481451247,3,3
5.073560090,4,4
5.654058956,1,1
6.222947845,2,2
6.803446712,3,3
7.383945578,4,4
7.941224489,1,1
8.510113378,2,2
9.102222222,3,3
9.717551020,4,4
10.309659863,1,1
10.866938775,2,2
11.435827664,3,3
12.027936507,4,4
12.631655328,1,1
13.246984126,2,2
13.885532879,3,3
14.500861678,4,4
15.116190476,1,1
15.731519274,2,2
16.346848072,3,3
16.962176870,4,4
17.577505668,1,1
18.216054421,2,2
18.866213151,3,3
19.493151927,4,4
20.131700680,1,1
20.770249433,2,2
21.420408163,3,3
22.035736961,4,4
22.674285714,1,1
23.312834467,2,2
23.962993197,3,3
24.601541950,4,4
25.228480725,1,1
25.878639455,2,2
26.517188208,3,3
27.144126984,4,4
27.782675736,1,1
28.432834467,2,2
29.071383219,3,3
29.686712018,4,4
30.325260770,1,1
30.975419501,2,2
31.613968253,3,3
32.240907029,4,4
32.891065759,1,1
33.529614512,2,2
34.168163265,3,3
34.806712018,4,4
35.445260770,1,1
36.083809523,2,2
36.722358276,3,3
37.360907029,4,4
37.999455782,1,1
38.638004535,2,2
39.299773242,3,3
39.938321995,4,4
40.576870748,1,1
41.192199546,2,2
41.842358276,3,3
42.469297052,4,4
43.107845804,1,1
43.758004535,2,2
44.373333333,3,3
45.011882086,4,4
45.673650793,1,1
46.312199546,2,2
46.927528344,3,3
47.589297052,4,4
48.227845804,1,1
48.866394557,2,2
49.504943310,3,3
50.143492063,4,4
50.782040816,1,1
51.432199546,2,2
52.070748299,3,3
52.697687074,4,4
53.336235827,1,1
53.974784580,2,2
54.613333333,3,3
55.228662131,4,4
55.878820861,1,1
56.505759637,2,2
57.144308390,3,3
57.794467120,4,4
58.421405895,1,1
59.059954648,2,2
59.721723356,3,3
60.348662131,4,4
60.987210884,1,1
61.637369614,2,2
62.275918367,3,3
62.914467120,4,4
63.541405895,1,1
64.179954648,2,2
64.830113378,3,3
65.457052154,4,4
66.072380952,1,1
66.699319727,2,2
67.349478458,3,3
68.011247165,4,4
68.638185941,1,1
69.265124716,2,2
69.926893424,3,3
70.577052154,4,4
71.203990929,1,1
71.854149659,2,2
72.481088435,3,3
73.119637188,4,4
73.758185941,1,1
74.385124716,2,2
75.012063492,3,3
75.662222222,4,4
76.312380952,1,1
76.950929705,2,2
77.589478458,3,3
78.228027210,4,4
78.854965986,1,1
79.493514739,2,2
80.120453514,3,3
80.759002267,4,4
81.397551020,1,1
82.036099773,2,2
82.674648526,3,3
83.313197278,4,4
83.951746031,1,1
84.601904761,2,2
85.228843537,3,3
85.879002267,4,4
86.517551020,1,1
87.167709750,2,2
87.806258503,3,3
88.444807256,4,4
89.071746031,1,1
89.710294784,2,2
90.337233560,3,3
90.975782312,4,4
91.614331065,1,1
92.229659863,2,2
92.891428571,3,3
93.529977324,4,4
94.168526077,1,1
94.807074829,2,2
95.434013605,3,3
96.084172335,4,4
96.722721088,1,1
97.349659863,2,2
97.999818594,3,3
98.649977324,4,4
99.288526077,1,1
99.915464852,2,2
100.542403628,3,3
101.180952380,4,4
101.831111111,1,1
102.469659863,2,2
103.108208616,3,3
103.735147392,4,4
104.396916099,1,1
105.035464852,2,2
105.662403628,3,3
106.300952380,4,4
106.939501133,1,1
107.578049886,2,2
