0.278639455,1,1
0.835918367,2,2
1.393197278,3,3
1.938866213,4,4
2.496145124,1,1
3.053424036,2,2
3.599092970,3,3
4.167981859,4,4
4.725260770,1,1
5.270929705,2,2
5.828208616,3,3
6.385487528,4,4
6.942766439,1,1
7.500045351,2,2
8.057324263,3,3
8.614603174,4,4
9.160272108,1,1
9.729160997,2,2
10.286439909,3,3
10.832108843,4,4
11.389387755,1,1
11.946666666,2,2
12.492335600,3,3
13.049614512,4,4
13.606893424,1,1
14.164172335,2,2
14.721451247,3,3
15.278730158,4,4
15.836009070,1,1
16.393287981,2,2
16.950566893,3,3
17.496235827,4,4
18.041904761,1,1
18.622403628,2,2
19.214512471,3,3
19.795011337,4,4
20.329070294,1,1
20.874739229,2,2
21.420408163,3,3
21.942857142,4,4
22.500136054,1,1
23.045804988,2,2
23.614693877,3,3
24.171972789,4,4
24.729251700,1,1
25.286530612,2,2
25.855419501,3,3
26.447528344,4,4
27.028027210,1,1
27.596916099,2,2
28.165804988,3,3
28.688253968,4,4
29.199092970,1,1
29.744761904,2,2
30.302040816,3,3
30.859319727,4,4
31.416598639,1,1
31.997097505,2,2
32.531156462,3,3
33.076825396,4,4
33.645714285,1,1
34.179773242,2,2
34.702222222,3,3
35.247891156,4,4
35.828390022,1,1
36.385668934,2,2
36.931337868,3,3
37.488616780,4,4
38.057505668,1,1
38.626394557,2,2
39.160453514,3,3
39.729342403,4,4
40.275011337,1,1
40.843900226,2,2
41.389569160,3,3
41.958458049,4,4
42.504126984,1,1
43.061405895,2,2
43.607074829,3,3
44.164353741,4,4
44.698412698,1,1
45.255691609,2,2
45.824580498,3,3
46.393469387,4,4
46.950748299,1,1
47.496417233,2,2
48.053696145,3,3
48.622585034,4,4
49.179863945,1,1
49.748752834,2,2
50.306031746,3,3
50.863310657,4,4
51.397369614,1,1
51.943038548,2,2
52.511927437,3,3
53.080816326,4,4
53.614875283,1,1
54.160544217,2,2
54.717823129,3,3
55.275102040,4,4
55.832380952,1,1
56.378049886,2,2
56.935328798,3,3
57.492607709,4,4
58.049886621,1,1
58.607165532,2,2
59.164444444,3,3
59.721723356,4,4
60.267392290,1,1
60.813061224,2,2
61.381950113,3,3
61.939229024,4,4
62.496507936,1,1
63.065396825,2,2
63.611065759,3,3
64.168344671,4,4
64.725623582,1,1
65.271292517,2,2
65.828571428,3,3
66.374240362,4,4
66.931519274,1,1
67.488798185,2,2
68.046077097,3,3
68.603356009,4,4
69.160634920,1,1
69.717913832,2,2
70.275192743,3,3
70.832471655,4,4
71.389750566,1,1
71.935419501,2,2
72.492698412,3,3
73.061587301,4,4
73.618866213,1,1
74.164535147,2,2
74.721814058,3,3
75.279092970,4,4
75.836371882,1,1
76.393650793,2,2
76.939319727,3,3
77.484988662,4,4
78.042267573,1,1
78.611156462,2,2
79.156825396,3,3
79.725714285,4,4
80.271383219,1,1
80.840272108,2,2
81.397551020,3,3
81.943219954,4,4
82.500498866,1,1
83.057777777,2,2
83.603446712,3,3
84.160725623,4,4
84.718004535,1,1
85.275283446,2,2
85.832562358,3,3
86.378231292,4,4
86.947120181,1,1
87.504399092,2,2
88.050068027,3,3
88.595736961,4,4
89.153015873,1,1
89.687074829,2,2
90.232743764,3,3
90.790022675,4,4
91.347301587,1,1
91.904580498,2,2
92.461859410,3,3
93.030748299,4,4
93.588027210,1,1
94.145306122,2,2
94.702585034,3,3
95.271473922,4,4
95.828752834,1,1
96.374421768,2,2
96.931700680,3,3
97.488979591,4,4
98.046258503,1,1
