0.116099773,161.50 bpm
0.487619047,109.96 bpm
1.033287981,103.36 bpm
1.613786848,107.67 bpm
2.171065759,105.47 bpm
2.739954648,103.36 bpm
3.320453514,103.36 bpm
3.900952380,105.47 bpm
4.469841269,107.67 bpm
5.027120181,107.67 bpm
5.584399092,103.36 bpm
6.164897959,101.33 bpm
6.757006802,105.47 bpm
7.325895691,105.47 bpm
7.894784580,105.47 bpm
8.463673469,105.47 bpm
9.032562358,103.36 bpm
9.613061224,107.67 bpm
10.170340136,103.36 bpm
10.750839002,105.47 bpm
11.319727891,105.47 bpm
11.888616780,105.47 bpm
12.457505668,112.35 bpm
12.991564625,112.35 bpm
13.525623582,112.35 bpm
14.059682539,112.35 bpm
14.593741496,161.50 bpm
14.965260770,161.50 bpm
15.336780045,156.61 bpm
15.719909297,156.61 bpm
16.103038548,161.50 bpm
16.474557823,161.50 bpm
16.846077097,156.61 bpm
17.229206349,161.50 bpm
17.600725623,156.61 bpm
17.983854875,156.61 bpm
18.366984126,156.61 bpm
18.750113378,161.50 bpm
19.121632653,147.66 bpm
19.527981859,143.55 bpm
19.945941043,147.66 bpm
20.352290249,143.55 bpm
20.770249433,152.00 bpm
21.164988662,147.66 bpm
21.571337868,139.67 bpm
22.000907029,152.00 bpm
22.395646258,152.00 bpm
22.790385487,156.61 bpm
23.173514739,156.61 bpm
23.556643990,161.50 bpm
23.928163265,161.50 bpm
24.299682539,161.50 bpm
24.671201814,161.50 bpm
25.042721088,156.61 bpm
25.425850340,161.50 bpm
25.797369614,156.61 bpm
26.180498866,161.50 bpm
26.552018140,161.50 bpm
26.923537414,156.61 bpm
27.306666666,152.00 bpm
27.701405895,156.61 bpm
28.084535147,156.61 bpm
28.467664399,152.00 bpm
28.862403628,161.50 bpm
29.233922902,156.61 bpm
29.617052154,156.61 bpm
30.000181405,156.61 bpm
30.383310657,156.61 bpm
30.766439909,156.61 bpm
31.149569160,161.50 bpm
31.521088435,161.50 bpm
31.892607709,166.71 bpm
32.252517006,161.50 bpm
32.624036281,156.61 bpm
33.007165532,161.50 bpm
33.378684807,161.50 bpm
33.750204081,132.51 bpm
34.202993197,136.00 bpm
34.644172335,132.51 bpm
35.096961451,136.00 bpm
35.538140589,136.00 bpm
35.979319727,136.00 bpm
36.420498866,136.00 bpm
36.861678004,136.00 bpm
37.302857142,132.51 bpm
37.755646258,139.67 bpm
38.185215419,136.00 bpm
38.626394557,161.50 bpm
38.997913832,156.61 bpm
39.381043083,161.50 bpm
39.752562358,156.61 bpm
40.135691609,161.50 bpm
40.507210884,161.50 bpm
40.878730158,156.61 bpm
41.261859410,156.61 bpm
41.644988662,156.61 bpm
42.028117913,156.61 bpm
42.411247165,161.50 bpm
42.782766439,161.50 bpm
43.154285714,156.61 bpm
43.537414965,161.50 bpm
43.908934240,166.71 bpm
44.268843537,156.61 bpm
44.651972789,156.61 bpm
45.035102040,156.61 bpm
45.418231292,156.61 bpm
45.801360544,152.00 bpm
46.196099773,156.61 bpm
46.579229024,156.61 bpm
46.962358276,156.61 bpm
47.345487528,156.61 bpm
47.728616780,166.71 bpm
48.088526077,156.61 bpm
48.471655328,152.00 bpm
48.866394557,156.61 bpm
49.249523809,156.61 bpm
49.632653061,166.71 bpm
49.992562358,156.61 bpm
50.375691609,156.61 bpm
50.758820861,156.61 bpm
51.141950113,152.00 bpm
51.536689342,156.61 bpm
51.919818594,156.61 bpm
52.302947845,156.61 bpm
52.686077097,161.50 bpm
53.057596371,156.61 bpm
53.440725623,161.50 bpm
53.812244897,156.61 bpm
54.195374149,161.50 bpm
54.566893424,156.61 bpm
54.950022675,161.50 bpm
55.321541950,156.61 bpm
55.704671201,156.61 bpm
56.087800453,161.50 bpm
56.459319727,156.61 bpm
56.842448979,161.50 bpm
57.213968253,156.61 bpm
57.597097505,156.61 bpm
57.980226757,152.00 bpm
58.374965986,156.61 bpm
58.758095238,156.61 bpm
59.141224489,156.61 bpm
59.524353741,161.50 bpm
59.895873015,161.50 bpm
60.267392290,161.50 bpm
60.638911564,156.61 bpm
61.022040816,156.61 bpm
61.405170068,152.00 bpm
61.799909297,152.00 bpm
62.194648526,184.57 bpm
62.519727891,184.57 bpm
62.844807256,184.57 bpm
63.169886621,184.57 bpm
63.494965986,191.41 bpm
63.808435374,184.57 bpm
64.133514739,191.41 bpm
64.446984126,191.41 bpm
64.760453514,198.77 bpm
65.062312925,147.66 bpm
65.468662131,143.55 bpm
65.886621315,139.67 bpm
66.316190476,139.67 bpm
66.745759637,107.67 bpm
67.303038548,105.47 bpm
67.871927437,103.36 bpm
68.452426303,105.47 bpm
69.021315192,101.33 bpm
69.613424036,99.38 bpm
70.217142857,101.33 bpm
70.809251700,107.67 bpm
71.366530612,107.67 bpm
71.923809523,103.36 bpm
72.504308390,101.33 bpm
73.096417233,105.47 bpm
73.665306122,109.96 bpm
74.210975056,101.33 bpm
74.803083900,109.96 bpm
75.348752834,109.96 bpm
75.894421768,107.67 bpm
76.451700680,103.36 bpm
77.032199546,103.36 bpm
77.612698412,105.47 bpm
78.181587301,107.67 bpm
78.738866213,103.36 bpm
79.319365079,103.36 bpm
79.899863945,107.67 bpm
80.457142857,101.33 bpm
81.049251700,101.33 bpm
81.641360544,107.67 bpm
82.198639455,101.33 bpm
82.790748299,105.47 bpm
83.359637188,105.47 bpm
83.928526077,101.33 bpm
84.520634920,105.47 bpm
85.089523809,112.35 bpm
85.623582766,105.47 bpm
86.192471655,105.47 bpm
86.761360544,107.67 bpm
87.318639455,105.47 bpm
87.887528344,103.36 bpm
88.468027210,103.36 bpm
89.048526077,107.67 bpm
89.605804988,105.47 bpm
90.174693877,99.38 bpm
90.778412698,107.67 bpm
91.335691609,101.33 bpm
91.927800453,107.67 bpm
92.485079365,105.47 bpm
93.053968253,109.96 bpm
93.599637188,105.47 bpm
94.168526077,105.47 bpm
94.737414965,105.47 bpm
95.306303854,107.67 bpm
95.863582766,105.47 bpm
96.432471655,105.47 bpm
97.001360544,103.36 bpm
97.581859410,107.67 bpm
98.139138321,103.36 bpm
98.719637188,103.36 bpm
99.300136054,107.67 bpm
99.857414965,105.47 bpm
100.426303854,105.47 bpm
100.995192743,103.36 bpm
101.575691609,105.47 bpm
102.144580498,105.47 bpm
102.713469387,101.33 bpm
103.305578231,103.36 bpm
103.886077097,105.47 bpm
104.454965986,105.47 bpm
105.023854875,105.47 bpm
105.592743764,105.47 bpm
106.161632653,101.33 bpm
106.753741496,103.36 bpm
107.334240362,105.47 bpm
107.903129251,107.67 bpm
108.460408163,107.67 bpm
109.017687074,109.96 bpm
109.563356009,103.36 bpm
110.143854875,107.67 bpm
110.701133786,105.47 bpm
111.270022675,103.36 bpm
111.850521541,103.36 bpm
112.431020408,105.47 bpm
112.999909297,103.36 bpm
113.580408163,105.47 bpm
114.149297052,105.47 bpm
114.718185941,103.36 bpm
115.298684807,101.33 bpm
115.890793650,107.67 bpm
116.448072562,101.33 bpm
117.040181405,105.47 bpm
117.609070294,105.47 bpm
118.177959183,109.96 bpm
118.723628117,101.33 bpm
119.315736961,107.67 bpm
119.873015873,105.47 bpm
120.441904761,109.96 bpm
120.987573696,105.47 bpm
121.556462585,103.36 bpm
122.136961451,103.36 bpm
122.717460317,105.47 bpm
123.286349206,103.36 bpm
123.866848072,103.36 bpm
124.447346938,105.47 bpm
125.016235827,105.47 bpm
125.585124716,105.47 bpm
126.154013605,105.47 bpm
126.722902494,105.47 bpm
127.291791383,103.36 bpm
127.872290249,103.36 bpm
128.452789115,105.47 bpm
129.021678004,105.47 bpm
129.590566893,105.47 bpm
130.159455782,103.36 bpm
130.739954648,105.47 bpm
131.308843537,107.67 bpm
131.866122448,103.36 bpm
132.446621315,105.47 bpm
133.015510204,107.67 bpm
133.572789115,103.36 bpm
134.153287981,105.47 bpm
134.722176870,107.67 bpm
135.279455782,105.47 bpm
135.848344671,101.33 bpm
136.440453514,105.47 bpm
137.009342403,105.47 bpm
137.578231292,103.36 bpm
138.158730158,103.36 bpm
138.739229024,101.33 bpm
139.331337868,105.47 bpm
139.900226757,103.36 bpm
140.480725623,105.47 bpm
141.049614512,105.47 bpm
141.618503401,107.67 bpm
142.175782312,107.67 bpm
142.733061224,105.47 bpm
143.301950113,107.67 bpm
143.859229024,105.47 bpm
144.428117913,105.47 bpm
144.997006802,103.36 bpm
145.577505668,105.47 bpm
146.146394557,105.47 bpm
146.715283446,101.33 bpm
147.307392290,107.67 bpm
147.864671201,107.67 bpm
148.421950113,107.67 bpm
148.979229024,103.36 bpm
149.559727891,103.36 bpm
150.140226757,103.36 bpm
150.720725623,105.47 bpm
151.289614512,103.36 bpm
151.870113378,103.36 bpm
152.450612244,105.47 bpm
153.019501133,105.47 bpm
153.588390022,107.67 bpm
154.145668934,105.47 bpm
154.714557823,103.36 bpm
155.295056689,103.36 bpm
155.875555555,105.47 bpm
156.444444444,105.47 bpm
157.013333333,107.67 bpm
157.570612244,105.47 bpm
158.139501133,103.36 bpm
158.720000000,103.36 bpm
159.300498866,103.36 bpm
159.880997732,103.36 bpm
160.461496598,105.47 bpm
161.030385487,105.47 bpm
161.599274376,105.47 bpm
162.168163265,105.47 bpm
162.737052154,107.67 bpm
163.294331065,156.61 bpm
163.677460317,156.61 bpm
164.060589569,156.61 bpm
164.443718820,156.61 bpm
164.826848072,161.50 bpm
165.198367346,166.71 bpm
165.558276643,161.50 bpm
165.929795918,161.50 bpm
166.301315192,161.50 bpm
166.672834467,161.50 bpm
167.044353741,161.50 bpm
167.415873015,161.50 bpm
167.787392290,156.61 bpm
168.170521541,156.61 bpm
168.553650793,161.50 bpm
168.925170068,156.61 bpm
169.308299319,156.61 bpm
169.691428571,156.61 bpm
170.074557823,156.61 bpm
170.457687074,152.00 bpm
170.852426303,161.50 bpm
171.223945578,166.71 bpm
171.583854875,156.61 bpm
171.966984126,156.61 bpm
172.350113378,156.61 bpm
172.733242630,161.50 bpm
173.104761904,161.50 bpm
173.476281179,156.61 bpm
173.859410430,161.50 bpm
174.230929705,161.50 bpm
174.602448979,161.50 bpm
174.973968253,161.50 bpm
175.345487528,105.47 bpm
175.914376417,105.47 bpm
176.483265306,105.47 bpm
177.052154195,105.47 bpm
177.621043083,103.36 bpm
178.201541950,103.36 bpm
178.782040816,107.67 bpm
179.339319727,105.47 bpm
179.908208616,107.67 bpm
180.465487528,105.47 bpm
181.034376417,105.47 bpm
181.603265306,105.47 bpm
182.172154195,105.47 bpm
182.741043083,103.36 bpm
183.321541950,107.67 bpm
183.878820861,103.36 bpm
184.459319727,107.67 bpm
185.016598639,103.36 bpm
185.597097505,107.67 bpm
186.154376417,105.47 bpm
186.723265306,105.47 bpm
187.292154195,103.36 bpm
187.872653061,105.47 bpm
188.441541950,103.36 bpm
189.022040816,103.36 bpm
189.602539682,103.36 bpm
190.183038548,105.47 bpm
190.751927437,107.67 bpm
191.309206349,105.47 bpm
191.878095238,103.36 bpm
192.458594104,107.67 bpm
193.015873015,105.47 bpm
193.584761904,103.36 bpm
194.165260770,105.47 bpm
194.734149659,105.47 bpm
195.303038548,105.47 bpm
195.871927437,107.67 bpm
196.429206349,99.38 bpm
197.032925170,105.47 bpm
197.601814058,103.36 bpm
198.182312925,105.47 bpm
198.751201814,105.47 bpm
199.320090702,105.47 bpm
199.888979591,103.36 bpm
200.469478458,105.47 bpm
201.038367346,105.47 bpm
201.607256235,105.47 bpm
202.176145124,103.36 bpm
202.756643990,105.47 bpm
203.325532879,105.47 bpm
203.894421768,103.36 bpm
204.474920634,107.67 bpm
205.032199546,103.36 bpm
205.612698412,105.47 bpm
206.181587301,105.47 bpm
206.750476190,101.33 bpm
207.342585034,107.67 bpm
207.899863945,103.36 bpm
208.480362811,107.67 bpm
209.037641723,107.67 bpm
209.594920634,103.36 bpm
210.175419501,103.36 bpm
210.755918367,105.47 bpm
211.324807256,103.36 bpm
211.905306122,105.47 bpm
212.474195011,103.36 bpm
213.054693877,107.67 bpm
213.611972789,107.67 bpm
214.169251700,103.36 bpm
214.749750566,103.36 bpm
215.330249433,105.47 bpm
215.899138321,103.36 bpm
216.479637188,105.47 bpm
217.048526077,103.36 bpm
217.629024943,107.67 bpm
218.186303854,105.47 bpm
218.755192743,105.47 bpm
219.324081632,103.36 bpm
219.904580498,105.47 bpm
220.473469387,107.67 bpm
221.030748299,107.67 bpm
221.588027210,109.96 bpm
222.133696145,109.96 bpm
222.679365079,109.96 bpm
223.225034013,107.67 bpm
223.782312925,97.51 bpm
224.397641723,97.51 bpm
225.012970521,97.51 bpm
225.628299319,97.51 bpm
226.243628117,97.51 bpm
226.858956916,97.51 bpm
227.474285714,97.51 bpm
228.089614512,97.51 bpm
228.704943310,97.51 bpm
229.320272108,97.51 bpm
229.935600907,97.51 bpm
230.550929705
